SITENAME,DATE,TIME,SALINITY,TN,TP,TOC,NH4,NandN,NO2,SRP,DOC,NO3
SRS1a,2001-06-12,13:00,0.0,37.775,0.66,1437.500,2.05,0.43,0.12,0.04,1305.833,0.31
SRS1a,2001-07-31,11:00,0.0,58.256,0.44,1377.500,6.40,3.59,0.39,0.01,1369.167,3.20
SRS1a,2001-09-13,12:00,0.0,47.755,0.27,1397.500,8.10,2.58,0.20,0.02,1490.000,2.38
SRS1a,2001-10-22,12:00,0.0,47.638,0.11,1265.833,3.00,1.99,0.12,0.02,1286.667,1.86
SRS1a,2001-11-28,14:00,0.0,39.364,-9999.00,1159.167,2.10,0.38,0.09,0.00,1161.667,0.29
SRS1a,2001-12-19,11:00,0.0,40.234,0.09,1130.833,2.55,0.26,0.06,0.00,1130.833,0.20
SRS1a,2002-01-22,13:00,0.0,36.937,0.24,1145.833,6.69,1.52,0.11,0.10,1146.667,1.41
SRS1a,2002-02-28,09:00,0.0,24.419,0.57,1167.500,2.70,0.05,0.04,0.03,1227.500,0.01
SRS1a,2002-03-28,11:00,0.0,21.814,0.77,1263.333,5.47,0.23,0.09,0.08,1273.333,0.14
SRS1a,2002-04-09,09:30,0.0,43.938,0.43,1248.333,8.23,0.43,0.10,0.01,1266.667,0.33
SRS1a,2002-05-08,11:00,0.0,71.968,0.90,1317.500,5.31,0.12,0.08,0.05,1340.833,0.04
SRS1a,2002-06-25,10:00,0.0,36.942,0.20,1082.500,-9999.00,6.75,0.49,0.00,1033.333,6.27
SRS1a,2002-07-29,11:00,0.0,75.072,0.11,1755.417,1.39,2.98,0.12,0.06,1752.917,2.87
SRS1a,2002-08-22,08:45,0.0,34.863,0.06,1211.667,2.19,0.36,0.08,0.03,1020.833,0.28
SRS1a,2002-09-25,15:45,0.0,57.526,-9999.00,1406.667,1.41,0.72,0.13,0.01,1491.667,0.59
SRS1a,2002-10-23,12:00,0.0,35.774,-9999.00,1634.167,2.41,0.39,0.13,-9999.00,1625.833,0.26
SRS1a,2002-11-20,13:15,0.0,58.464,0.12,1218.333,-9999.00,1.53,0.15,0.05,1318.333,1.38
SRS1a,2002-12-19,12:00,0.0,66.196,0.81,1427.500,4.80,3.76,0.29,0.03,1370.000,3.48
SRS1a,2003-01-21,09:10,0.0,58.915,0.63,1330.833,-9999.00,2.10,0.20,0.13,1000.833,1.90
SRS1a,2003-02-20,13:15,0.0,67.587,0.80,935.000,-9999.00,1.13,0.21,-9999.00,1125.000,0.92
SRS1a,2003-03-26,10:30,0.0,-9999.000,0.40,1096.667,1.25,0.26,0.04,0.05,940.833,0.23
SRS1a,2003-04-24,14:30,0.0,69.998,1.15,1060.000,0.54,0.13,0.04,0.02,1024.167,0.09
SRS1a,2003-05-27,11:00,0.0,-9999.000,0.33,988.333,0.52,0.18,0.06,0.02,993.333,0.13
SRS1a,2003-06-17,11:00,0.0,31.580,0.34,1098.333,0.56,0.34,0.13,0.01,1088.333,0.21
SRS1a,2003-07-23,14:00,0.0,69.278,0.20,1484.167,2.03,1.61,0.14,0.03,1516.667,1.47
SRS1a,2003-08-18,13:45,0.0,101.131,0.19,1841.667,2.45,-9999.00,0.45,0.02,1821.667,-9999.00
SRS1a,2003-09-09,12:30,0.0,36.182,0.14,1288.333,2.00,3.07,0.15,0.03,1406.667,2.92
SRS1a,2003-10-08,11:30,0.0,36.501,0.10,1126.667,1.70,3.94,0.22,0.02,1178.333,3.72
SRS1a,2003-11-11,11:45,0.0,28.498,0.13,957.500,1.50,0.99,0.14,0.01,1110.000,0.84
SRS1a,2003-12-03,09:30,0.0,48.870,0.05,831.458,5.84,0.57,0.07,0.02,990.833,0.51
SRS1a,2004-01-26,13:20,0.0,26.231,0.23,905.000,2.23,0.10,0.10,0.01,990.417,-9999.00
SRS1a,2004-02-10,11:20,0.0,29.124,0.34,894.167,4.48,1.31,0.28,0.04,909.583,1.04
SRS1a,2004-03-23,16:15,0.0,34.788,0.32,912.500,8.15,3.90,0.36,0.05,696.250,3.53
SRS1a,2004-04-19,11:30,0.0,-9999.000,0.88,1060.000,1.47,3.99,0.26,0.01,-9999.000,3.73
SRS1a,2004-05-05,15:45,0.0,-9999.000,-9999.00,1019.167,0.53,1.05,0.20,0.01,1120.000,0.85
SRS1a,2004-06-24,15:00,0.0,30.155,0.91,1135.833,0.45,1.28,0.13,0.03,1190.000,1.15
SRS1a,2004-07-15,10:45,0.0,36.421,0.45,983.333,0.79,-9999.00,-9999.00,0.03,-9999.000,0.50
SRS1a,2004-08-19,12:30,0.0,53.384,0.42,1973.333,2.60,4.25,0.51,0.08,1903.333,3.75
SRS1a,2004-09-08,16:30,0.0,30.946,0.19,1395.000,3.69,6.01,0.25,0.04,1440.000,5.76
SRS1a,2004-10-14,12:00,0.0,32.049,0.11,1462.500,2.02,1.94,0.12,0.03,1562.500,1.83
SRS1a,2004-11-22,09:30,0.0,33.871,0.11,1310.833,1.82,0.42,0.17,0.01,1385.833,0.25
SRS1a,2004-12-07,16:30,0.0,28.399,-9999.00,1169.167,1.65,1.06,0.15,-9999.00,1364.167,0.91
SRS1a,2005-01-04,08:15,0.0,47.763,0.22,1613.333,7.63,4.77,0.64,0.07,-9999.000,4.13
SRS1c,2005-01-04,15:00,0.0,55.385,0.08,1932.500,5.85,0.41,0.28,0.05,2096.667,0.13
SRS1c,2005-02-16,14:15,0.0,56.593,0.19,2014.167,5.37,0.91,0.61,0.01,2085.000,0.30
SRS1c,2005-05-23,14:30,0.0,44.717,-9999.00,-9999.000,2.35,0.21,0.10,0.08,2026.250,0.12
SRS1c,2005-06-30,11:30,0.0,39.177,0.23,1290.000,7.21,0.20,0.13,0.11,-9999.000,0.07
SRS1c,2005-07-18,14:15,0.0,34.937,0.25,1243.333,17.19,0.00,0.00,0.08,994.167,0.00
SRS1c,2005-08-23,11:00,0.0,45.268,0.13,-9999.000,2.66,0.16,0.17,0.04,1220.833,0.00
SRS1c,2005-09-23,12:15,0.0,62.311,-9999.00,-9999.000,20.30,0.15,0.14,0.08,1170.833,0.00
SRS1c,2005-10-18,11:30,0.0,20.439,0.30,-9999.000,1.52,0.33,0.11,0.09,1100.000,0.22
SRS1c,2005-11-10,08:50,0.0,25.811,0.16,-9999.000,5.39,0.46,0.13,0.08,1583.333,0.33
SRS1c,2005-12-19,13:30,0.0,22.720,1.45,-9999.000,6.85,0.53,0.13,0.04,1478.333,0.41
SRS1c,2006-01-05,07:45,0.0,35.237,0.25,-9999.000,26.73,4.49,0.30,0.00,1413.333,4.19
SRS1d,2006-01-05,13:15,0.0,32.406,0.19,-9999.000,11.33,0.75,0.12,0.03,1648.333,0.63
SRS1d,2006-02-09,11:10,0.0,27.422,0.73,-9999.000,9.50,3.51,0.14,0.03,1759.167,3.37
SRS1d,2006-03-02,12:20,0.0,45.661,0.44,-9999.000,-9999.00,0.75,0.12,0.06,1732.500,0.62
SRS1d,2006-04-06,15:30,0.0,35.701,0.44,-9999.000,6.81,0.86,0.07,0.03,2005.000,0.79
SRS1d,2006-05-16,09:30,0.0,109.917,1.53,-9999.000,8.99,1.59,0.24,0.04,2793.333,1.35
SRS1d,2006-06-15,11:45,0.0,40.855,0.43,-9999.000,2.92,0.35,0.08,0.05,2363.333,0.27
SRS1d,2006-07-25,,0.0,25.347,0.23,-9999.000,4.03,0.45,0.13,0.09,799.667,0.32
SRS1d,2006-09-01,13:31,0.0,20.507,0.16,-9999.000,0.82,0.14,0.07,0.05,778.250,0.08
SRS1d,2006-09-21,13:30,0.0,26.257,0.53,-9999.000,1.42,0.07,0.04,0.05,955.833,0.03
SRS1d,2006-10-09,13:30,0.0,37.189,0.15,-9999.000,2.38,0.30,0.09,0.03,1334.167,0.21
SRS1d,2006-11-13,13:00,0.0,44.879,0.25,-9999.000,4.65,0.62,0.06,0.04,2036.667,0.56
SRS1d,2006-12-07,13:45,0.0,54.697,0.32,-9999.000,4.11,1.71,0.12,0.00,2082.083,1.59
SRS1d,2007-01-18,13:15,0.0,63.609,0.38,-9999.000,26.79,1.13,0.10,0.01,2137.500,1.02
SRS1d,2007-02-01,13:30,0.0,45.542,0.15,-9999.000,11.39,0.58,0.09,0.06,1900.000,0.48
SRS1d,2007-03-19,14:45,0.0,87.012,0.26,-9999.000,-9999.00,0.80,0.08,0.06,2415.000,0.71
SRS1d,2007-04-27,11:00,0.0,70.495,1.88,-9999.000,3.91,0.16,0.16,0.02,2501.667,0.00
SRS1d,2007-05-24,12:30,0.0,74.191,0.24,-9999.000,5.66,0.20,0.20,0.01,2468.000,0.00
SRS1d,2007-06-20,13:30,0.0,33.219,0.97,-9999.000,2.65,0.44,0.19,0.02,1175.667,0.25
SRS1d,2007-07-26,13:30,0.0,50.447,0.18,-9999.000,3.12,4.82,0.14,0.06,789.333,4.69
SRS1d,2007-08-08,08:50,0.0,61.373,0.21,-9999.000,16.87,0.19,0.09,0.03,1046.667,0.09
SRS1d,2007-09-05,13:15,0.0,42.725,0.16,-9999.000,5.39,0.59,0.20,0.05,1316.250,0.39
SRS1d,2007-10-08,15:45,0.0,32.861,0.30,-9999.000,1.91,0.41,0.06,0.13,496.000,0.36
SRS1d,2007-11-19,13:45,0.0,70.352,0.26,-9999.000,1.13,0.21,0.08,0.02,1670.000,0.13
SRS1d,2007-12-05,10:20,0.0,61.827,0.22,-9999.000,16.02,1.55,0.15,0.12,1629.167,1.40
SRS1d,2008-01-10,12:40,0.0,82.984,0.25,-9999.000,56.76,0.50,0.16,0.07,2023.333,0.34
SRS1d,2008-02-28,11:30,0.0,222.129,0.11,-9999.000,95.97,0.48,0.09,0.06,3070.000,0.39
SRS1d,2008-03-31,12:00,0.0,190.010,0.20,-9999.000,65.33,0.86,0.19,0.08,2888.167,0.67
SRS1d,2008-04-10,12:00,0.0,84.855,0.13,-9999.000,14.77,5.77,0.30,0.08,1513.333,5.47
SRS1d,2008-05-20,12:20,0.0,122.567,0.17,-9999.000,37.80,0.71,0.24,0.04,2423.750,0.47
SRS1d,2008-06-24,13:45,0.0,28.383,0.32,-9999.000,1.73,0.17,0.08,0.18,932.500,0.09
SRS1d,2008-07-09,13:35,0.0,31.382,0.24,-9999.000,2.82,0.10,0.09,0.03,1155.000,0.00
SRS1d,2008-08-06,11:20,0.0,34.552,0.42,-9999.000,2.16,0.24,0.12,0.02,1640.833,0.12
SRS1d,2008-09-15,13:10,0.0,28.674,0.58,-9999.000,1.94,0.25,0.12,0.07,1160.833,0.14
SRS1d,2008-10-06,07:40,0.0,17.870,0.15,-9999.000,1.15,0.14,0.09,0.04,942.500,0.05
SRS1d,2008-11-03,11:45,0.0,22.027,0.07,-9999.000,1.34,0.25,0.06,0.06,999.167,0.19
SRS1d,2008-12-02,10:45,0.0,132.074,0.13,-9999.000,2.72,0.10,0.06,0.07,1595.833,0.04
SRS1d,2009-01-05,13:50,0.0,40.676,0.15,-9999.000,4.03,0.33,0.08,0.07,1852.500,0.25
SRS1d,2009-02-02,11:30,0.0,155.244,0.33,-9999.000,47.65,0.56,0.10,0.04,1989.167,0.46
SRS1d,2009-03-02,13:30,0.0,133.823,0.30,-9999.000,10.49,0.25,0.13,0.06,2175.333,0.12
SRS1d,2009-04-01,10:00,0.0,155.002,0.47,-9999.000,25.55,0.20,-9999.00,0.02,3280.833,-9999.00
SRS1d,2009-06-29,12:11,0.0,121.831,0.18,-9999.000,2.49,1.04,0.52,0.08,1815.833,0.52
SRS1d,2009-07-16,13:30,0.0,84.767,0.14,-9999.000,1.99,0.15,0.11,0.06,1516.667,0.04
SRS1d,2009-08-10,13:00,0.0,52.193,0.30,-9999.000,1.40,0.41,0.12,0.10,1805.000,0.29
SRS1d,2009-09-09,13:30,0.0,42.024,0.29,-9999.000,1.08,0.06,-9999.00,0.05,1651.667,-9999.00
SRS1d,2009-10-05,08:00,0.0,19.999,0.04,-9999.000,3.49,0.22,0.08,0.03,953.333,0.14
SRS1d,2009-11-09,13:45,0.0,63.463,0.24,-9999.000,1.87,0.16,0.09,0.08,1657.500,0.07
SRS1d,2009-12-07,11:30,0.0,90.367,0.09,-9999.000,2.14,0.18,0.05,0.02,1490.833,0.13
SRS1d,2010-01-14,13:05,0.0,146.873,0.15,-9999.000,6.67,1.95,0.10,0.03,1245.000,1.85
SRS1d,2010-02-01,11:30,0.0,59.512,0.43,-9999.000,2.73,0.25,0.06,0.02,1209.167,0.19
SRS1d,2010-03-10,13:50,0.0,124.190,0.15,-9999.000,0.84,0.08,0.05,0.06,1921.667,0.03
SRS1d,2010-04-07,12:40,0.0,144.197,0.13,-9999.000,0.97,0.10,0.06,0.03,1997.500,0.05
SRS1d,2010-05-05,11:30,0.0,73.705,0.27,-9999.000,1.15,0.13,0.11,0.05,1901.667,0.02
SRS1d,2010-06-16,13:00,0.0,79.748,0.26,-9999.000,2.45,0.20,0.16,0.04,1930.000,0.04
SRS1d,2010-07-07,11:45,0.0,45.255,0.15,-9999.000,1.64,0.10,0.03,0.04,1559.167,0.07
SRS1d,2010-08-09,12:25,0.0,32.442,0.16,-9999.000,0.84,0.13,0.11,0.03,1025.833,0.03
SRS1d,2010-09-07,14:20,0.0,56.875,0.12,-9999.000,1.13,0.17,0.14,0.05,980.000,0.03
SRS1d,2010-10-04,08:30,0.0,67.074,0.24,-9999.000,5.06,0.12,0.08,0.06,782.833,0.04
SRS1d,2010-11-01,13:45,0.0,30.177,0.20,-9999.000,2.48,1.08,0.06,0.06,998.333,1.01
SRS1d,2010-12-01,11:42,0.0,47.950,0.19,-9999.000,15.43,0.99,0.09,0.07,1040.833,0.91
SRS1d,2011-01-04,13:00,0.0,46.356,0.24,-9999.000,14.55,0.26,0.10,0.06,909.167,0.15
SRS1d,2011-02-02,12:00,0.0,98.659,0.21,-9999.000,20.14,0.18,0.08,0.02,1415.000,0.10
SRS1d,2011-03-01,14:35,0.0,108.687,0.30,-9999.000,2.35,0.12,0.08,0.05,2140.000,0.04
SRS1d,2011-08-05,11:20,0.0,111.755,0.17,-9999.000,2.26,0.21,0.14,0.01,2161.667,0.07
SRS1d,2011-09-07,13:10,0.0,74.063,0.16,-9999.000,1.04,0.21,0.11,0.03,1649.167,0.10
SRS1d,2011-10-12,08:20,0.0,85.362,0.20,-9999.000,2.31,0.43,0.12,0.35,2040.000,0.31
SRS1d,2011-11-07,15:00,0.0,51.253,0.26,-9999.000,1.40,0.59,0.24,0.25,1611.667,0.35
SRS1d,2011-12-14,12:20,0.0,68.201,0.35,-9999.000,1.52,0.29,0.08,0.02,1420.833,0.21
SRS1d,2012-01-10,15:00,0.0,75.535,0.21,-9999.000,1.82,0.86,0.10,0.08,1777.500,0.76
SRS1d,2012-02-01,10:50,0.0,60.607,0.38,-9999.000,2.59,0.28,0.11,0.09,2054.167,0.17
SRS1d,2012-03-02,8:40,0.0,107.789,-9999.00,-9999.000,3.74,0.33,0.18,0.25,2425.000,0.15
SRS1d,2012-05-07,12:00,0.0,106.981,0.33,-9999.000,3.42,0.52,0.13,0.05,2112.333,0.40
SRS1d,2012-06-19,13:00,0.0,67.366,0.24,-9999.000,1.87,0.27,0.04,0.03,1846.667,0.23
SRS1d,2012-07-17,12:50,0.0,53.174,0.12,-9999.000,1.84,0.23,0.07,0.02,1097.500,0.17
SRS1d,2012-08-14,12:30,0.0,71.115,0.23,-9999.000,2.10,0.21,0.05,0.10,1299.167,0.17
SRS1d,2012-09-14,12:00,0.0,70.674,0.20,-9999.000,3.11,0.24,0.12,0.01,1364.167,0.13
SRS1d,2012-10-10,7:50,0.0,37.310,0.19,-9999.000,2.64,1.11,0.12,0.03,878.333,0.99
SRS1d,2012-11-01,14:15,0.0,42.158,0.21,-9999.000,1.39,0.20,0.08,0.04,1159.167,0.13
SRS1d,2012-12-17,11:55,0.0,56.024,0.30,-9999.000,3.37,0.24,0.08,0.04,1835.000,0.16
SRS1d,2013-01-08,13:30,0.0,59.190,0.36,-9999.000,2.23,0.13,0.07,0.15,1776.667,0.06
SRS1d,2013-02-12,11:50,0.0,102.104,0.42,-9999.000,2.61,0.12,0.06,0.06,1964.167,0.05
SRS1d,2013-03-04,13:30,0.0,108.842,0.19,-9999.000,7.15,0.17,0.09,0.05,1997.500,0.08
SRS1d,2013-04-04,11:00,0.0,158.021,1.24,-9999.000,3.52,0.43,0.13,0.06,2893.833,0.30
SRS1d,2013-05-08,13:10,0.0,133.089,0.34,-9999.000,4.55,0.26,0.25,0.05,3054.000,0.01
SRS1d,2013-06-20,12:30,0.0,59.254,0.39,-9999.000,2.61,0.10,0.05,0.04,1115.000,0.05
SRS1d,2013-07-11,13:00,0.0,60.811,0.26,-9999.000,2.15,0.22,0.18,0.11,1259.167,0.04
SRS1d,2013-08-16,11:45,0.0,67.136,0.22,-9999.000,2.61,0.33,0.11,0.01,1199.167,0.21
SRS1d,2013-09-12,13:00,0.0,47.506,0.29,-9999.000,2.04,0.32,0.26,0.03,1239.167,0.06
SRS1d,2013-10-24,7:30,0.0,49.155,0.29,-9999.000,3.96,0.62,0.09,0.04,1208.333,0.53
SRS1d,2013-11-07,13:00,0.0,38.118,0.21,-9999.000,1.75,0.13,0.09,0.06,1297.500,0.04
SRS1d,2013-12-10,13:50,0.0,56.991,0.30,-9999.000,2.34,0.17,0.05,0.06,1201.667,0.11
SRS1d,2014-01-14,13:40,0.0,46.663,0.15,-9999.000,0.92,0.07,0.04,0.05,1327.500,0.03
SRS1d,2014-02-05,13:30,0.0,63.531,0.27,-9999.000,2.76,0.17,0.16,0.04,1422.500,0.01
SRS1d,2014-03-06,11:10,0.0,54.490,1.42,-9999.000,1.27,0.21,0.14,0.05,1531.667,0.07
SRS1d,2014-04-01,12:45,0.0,73.265,0.30,-9999.000,2.66,0.21,0.08,0.04,2111.500,0.13
SRS1d,2014-05-12,11:10,0.0,175.287,0.86,-9999.000,48.75,0.41,0.22,0.10,3356.167,0.19
SRS1d,2014-06-02,9:15,0.0,223.290,1.31,-9999.000,100.83,14.81,0.84,0.03,2883.750,13.97
SRS1d,2014-07-16,13:20,0.0,77.267,0.60,-9999.000,2.33,0.13,0.11,0.17,2047.083,0.02
SRS1d,2014-08-15,12:40,0.0,74.354,0.31,-9999.000,2.58,0.16,0.11,0.04,1492.917,0.05
SRS1d,2014-09-15,1:30,0.0,48.189,0.27,-9999.000,1.17,0.43,0.11,0.05,1261.667,0.32
SRS1d,2014-10-15,8:15,0.0,61.413,0.20,-9999.000,3.47,0.13,0.08,0.03,1504.167,0.05
SRS1d,2014-11-10,13:00,0.0,65.327,0.13,-9999.000,1.87,0.21,0.09,0.02,1568.333,0.12
SRS1d,2014-12-04,14:00,0.0,73.889,0.17,-9999.000,3.22,0.21,0.07,0.08,1698.333,0.14
SRS1d,2015-01-13,14:00,0.0,62.488,0.22,-9999.000,8.96,3.31,0.14,0.01,1896.667,3.17
SRS1d,2015-02-02,11:50,0.0,69.789,0.38,-9999.000,9.66,5.91,0.13,0.05,1959.167,5.77
SRS1d,2015-03-02,12:45,0.0,96.712,0.56,-9999.000,8.15,0.15,0.11,0.04,2345.250,0.04
SRS1d,2015-09-17,12:00,0.0,127.231,0.35,-9999.000,2.57,0.98,0.15,0.04,2320.583,0.83
SRS1d,2015-10-05,8:20,0.0,88.028,0.27,-9999.000,2.87,0.52,0.10,0.04,1788.750,0.43
SRS1d,2015-11-03,13:00,0.0,76.296,0.33,-9999.000,2.22,0.27,0.10,0.05,1837.500,0.17
SRS1d,2015-12-03,12:00,0.0,72.467,0.18,-9999.000,1.60,0.18,0.07,0.03,1739.167,0.12
SRS1d,2016-01-07,13:45,0.0,62.980,0.26,-9999.000,0.89,0.99,0.08,0.04,1287.083,0.90
SRS1d,2016-02-02,12:15,0.0,48.411,0.25,-9999.000,1.04,0.30,0.05,0.03,1141.250,0.25
SRS1d,2016-03-02,13:00,0.0,50.754,0.29,-9999.000,1.34,0.38,0.04,0.03,1430.833,0.34
SRS1d,2016-04-05,11:50,0.0,65.550,0.25,-9999.000,1.55,0.49,0.06,0.00,1697.500,0.43
SRS1d,2016-05-10,13:10,0.0,60.177,0.29,-9999.000,0.97,0.22,0.10,0.02,1410.833,0.12
SRS1d,2016-06-06,10:55,0.0,63.744,0.27,-9999.000,1.72,0.33,0.13,0.04,1726.667,0.20
SRS1d,2016-07-19,11:20,0.0,81.207,0.51,-9999.000,1.63,0.27,0.20,0.06,1710.000,0.07
SRS1d,2016-08-15,14:00,0.0,108.914,0.23,-9999.000,1.03,0.15,0.10,0.04,1311.667,0.05
SRS1d,2016-09-14,13:00,0.0,45.469,0.18,-9999.000,0.74,0.18,0.03,0.04,1028.333,0.15
SRS1d,2016-10-20,8:30,0.0,44.557,0.28,-9999.000,3.97,0.39,0.11,0.04,1064.167,0.28
SRS1d,2016-11-02,12:50,0.0,47.215,0.16,-9999.000,1.01,0.20,0.04,0.03,1093.333,0.15
SRS1d,2016-12-01,12:30,0.0,65.157,0.26,-9999.000,2.62,0.22,0.04,0.02,1350.000,0.18
SRS2,2001-07-23,13:00,0.0,109.424,0.27,2359.167,5.79,1.70,0.27,0.00,2387.500,1.42
SRS2,2001-09-05,12:00,0.0,65.028,0.14,1985.000,4.98,0.17,0.11,0.03,1953.333,0.07
SRS2,2001-10-14,12:00,0.0,43.672,0.14,1311.667,1.53,0.09,0.09,0.03,1250.833,0.00
SRS2,2001-11-19,12:00,0.0,61.649,0.86,1353.333,2.72,0.11,0.00,0.00,1298.750,0.10
SRS2,2001-12-13,11:00,0.0,38.613,-9999.00,1198.333,2.95,0.92,0.11,-9999.00,1225.833,0.81
SRS2,2002-01-15,13:00,0.0,55.287,0.24,1561.667,2.97,0.69,0.10,0.08,1590.000,0.59
SRS2,2002-02-10,15:00,0.0,54.684,-9999.00,1890.833,4.47,1.44,0.11,-9999.00,1775.833,1.32
SRS2,2002-03-08,14:00,0.0,29.129,0.40,1911.667,3.76,0.07,0.07,0.02,1902.500,0.01
SRS2,2002-04-05,11:30,0.0,41.409,0.24,2657.500,7.41,0.18,0.10,0.02,2328.333,0.08
SRS2,2002-06-06,11:30,0.0,110.160,0.44,2757.083,2.74,0.11,0.11,0.03,2740.833,0.00
SRS2,2002-07-16,11:30,0.0,70.947,0.61,1551.667,2.85,0.89,0.10,0.09,1472.500,0.79
SRS2,2002-08-21,10:00,0.0,46.865,0.07,977.500,3.19,0.11,0.10,0.04,1553.333,0.01
SRS2,2002-09-24,09:00,0.0,56.412,-9999.00,1208.333,2.55,0.09,0.09,-9999.00,1217.500,0.00
SRS2,2002-10-18,09:00,0.0,40.589,0.06,1260.833,1.57,0.48,0.10,-9999.00,1165.833,0.38
SRS2,2002-11-19,15:45,0.0,35.256,0.09,1375.000,4.34,2.97,0.12,0.05,1215.833,2.85
SRS2,2002-12-19,10:10,0.0,62.003,0.22,1520.833,7.36,1.03,0.08,0.05,1314.167,0.96
SRS2,2003-01-17,11:30,0.0,56.901,0.08,1662.500,-9999.00,3.03,0.12,0.04,1475.833,2.91
SRS2,2003-02-20,10:30,0.0,85.565,0.13,734.500,-9999.00,0.45,0.22,0.02,2084.167,0.23
SRS2,2003-03-25,11:00,0.0,23.169,0.17,2358.333,-9999.00,0.28,0.10,0.73,-9999.000,0.19
SRS2,2003-04-24,10:45,0.0,107.148,0.14,2535.833,1.90,0.12,0.09,0.04,2318.333,0.03
SRS2,2003-05-15,11:00,0.0,50.534,0.14,-9999.000,2.62,0.16,0.10,0.00,1786.250,0.06
SRS2,2003-06-10,10:30,0.0,30.342,0.07,940.833,1.65,0.13,0.10,0.00,881.667,0.03
SRS2,2003-07-24,12:00,0.0,34.048,0.20,1170.000,2.26,0.09,0.09,0.04,1102.500,0.00
SRS2,2003-08-18,10:25,0.0,44.667,0.06,-9999.000,1.87,0.07,0.07,0.03,1143.333,0.00
SRS2,2003-09-09,15:20,0.0,30.598,0.13,1215.000,2.25,0.13,0.05,0.04,1252.500,0.08
SRS2,2003-10-16,11:30,0.0,25.558,0.10,1121.667,1.19,0.08,0.07,0.03,1182.500,0.02
SRS2,2003-11-10,12:00,0.0,32.823,0.19,1212.500,0.85,0.10,0.10,0.03,1320.833,0.00
SRS2,2003-12-09,10:30,0.0,34.897,0.09,1490.000,3.04,0.44,0.09,0.03,1507.500,0.35
SRS2,2004-01-06,10:45,0.0,33.430,0.15,1445.833,3.33,0.71,0.14,0.02,1485.000,0.57
SRS2,2004-02-10,09:30,0.0,61.823,0.15,1332.500,4.55,1.00,0.26,0.04,1383.333,0.74
SRS2,2004-03-15,15:30,0.0,62.230,0.11,1608.333,6.16,0.54,0.12,0.02,1658.333,0.41
SRS2,2004-05-05,12:00,0.0,100.284,0.15,2499.167,3.71,0.42,0.21,0.05,2500.000,0.20
SRS2,2004-06-24,10:20,0.0,76.029,0.21,-9999.000,8.92,2.08,0.24,0.08,3617.500,1.84
SRS2,2004-07-29,09:30,0.0,59.598,0.28,-9999.000,3.38,0.56,0.56,0.05,2227.500,-9999.00
SRS2,2004-08-17,10:00,0.0,46.291,-9999.00,1163.333,2.05,0.56,0.08,-9999.00,1149.167,0.48
SRS2,2004-09-08,10:20,0.0,31.051,0.11,1022.500,1.69,1.15,0.05,-9999.00,1071.667,1.09
SRS2,2004-10-14,10:30,0.0,33.754,0.12,1102.500,3.16,1.47,0.07,0.03,1208.333,1.41
SRS2,2004-11-17,10:45,0.0,45.089,0.10,1637.917,3.97,0.16,0.16,0.03,1680.833,0.00
SRS2,2004-12-07,13:00,0.0,32.338,-9999.00,1690.833,1.83,0.33,0.18,-9999.00,1860.833,0.15
SRS2,2005-01-12,12:00,0.0,52.607,0.12,-9999.000,4.36,0.92,0.30,0.04,1750.833,0.62
SRS2,2005-02-16,12:00,0.0,46.034,0.10,1854.167,16.62,3.81,0.44,0.01,2053.333,3.37
SRS2,2005-03-16,10:30,0.0,125.124,0.26,1140.000,34.42,0.44,0.12,0.06,-9999.000,0.32
SRS2,2005-04-13,14:15,0.0,195.654,0.14,2578.333,4.98,0.11,0.08,0.04,2496.667,0.03
SRS2,2005-06-30,10:30,0.0,30.706,0.42,1254.167,1.62,0.07,0.05,0.03,1467.500,0.02
SRS2,2005-07-18,11:45,0.0,32.829,0.17,1347.500,2.03,0.14,0.14,0.07,-9999.000,0.00
SRS2,2005-08-23,09:45,0.0,67.627,0.16,-9999.000,1.63,0.18,0.09,0.05,1162.500,0.09
SRS2,2005-09-23,10:00,0.0,55.811,0.14,-9999.000,2.05,0.05,0.05,0.08,1070.833,0.00
SRS2,2005-10-18,09:30,0.0,25.085,0.29,-9999.000,1.67,0.18,0.07,0.09,1020.000,0.11
SRS2,2005-11-10,14:50,0.0,19.958,0.16,-9999.000,3.19,0.32,0.14,0.11,1371.667,0.18
SRS2,2005-12-19,12:30,0.0,35.279,0.24,-9999.000,2.66,0.14,0.05,0.04,1716.667,0.10
SRS2,2006-01-17,11:40,0.0,22.061,0.20,-9999.000,6.52,0.33,0.08,0.01,1652.500,0.25
SRS2,2006-02-09,10:00,0.0,22.352,0.87,-9999.000,2.70,0.55,0.11,0.03,1645.000,0.43
SRS2,2006-03-02,10:15,0.0,35.464,0.28,-9999.000,2.30,0.24,0.09,0.04,1354.167,0.15
SRS2,2006-04-06,09:45,0.0,53.444,0.41,-9999.000,10.10,0.23,0.16,0.07,2167.500,0.07
SRS2,2006-05-16,10:20,0.0,104.495,1.21,-9999.000,-9999.00,6.20,0.42,0.09,1476.667,5.78
SRS2,2006-06-15,10:15,0.0,43.557,0.39,-9999.000,2.57,0.74,0.09,0.03,2412.500,0.64
SRS2,2006-07-31,12:00,0.0,30.228,0.29,-9999.000,1.40,0.23,0.12,0.04,1077.917,0.11
SRS2,2006-09-01,11:12,0.0,29.466,0.17,-9999.000,1.29,0.09,0.08,0.03,1096.667,0.01
