SITENAME,DATE,TIME,SALINITY,TN,TP,TOC,NH4,NandN,NO2,SRP,DOC,NO3
SRS5,2012-10-17,12:00,13.4,33.632,1.31,-9999.000,21.05,1.59,0.18,0.58,795.500,1.41
SRS5,2012-11-13,11:00,0.2,50.039,0.56,-9999.000,3.32,0.83,0.12,0.05,1165.833,0.71
SRS5,2012-12-18,11:00,13.6,35.902,0.61,-9999.000,10.20,2.28,0.19,0.12,1081.667,2.09
SRS5,2013-01-15,10:30,11.2,38.727,0.81,-9999.000,3.67,1.14,0.15,0.02,1095.000,0.99
SRS5,2013-02-05,11:30,18.7,36.100,0.46,-9999.000,5.79,1.40,0.15,0.02,960.000,1.25
SRS5,2013-03-07,10:45,14.1,50.173,0.45,-9999.000,2.18,1.56,0.16,0.03,1228.333,1.40
SRS5,2013-04-02,10:30,28.3,30.096,0.49,-9999.000,3.66,0.65,0.10,0.08,774.083,0.55
SRS5,2013-05-01,10:10,29.5,23.340,0.56,-9999.000,0.50,0.91,0.16,0.06,727.000,0.75
SRS5,2013-06-04,10:00,2.0,46.779,0.37,-9999.000,0.94,0.39,0.09,0.04,1102.083,0.31
SRS5,2013-07-01,10:50,20.5,33.647,1.53,-9999.000,1.71,3.13,0.34,0.04,799.250,2.79
SRS5,2013-08-14,10:40,13.2,34.780,0.54,-9999.000,2.14,1.68,0.29,0.10,879.167,1.39
SRS5,2013-09-05,10:00,1.8,50.204,0.37,-9999.000,1.66,0.79,0.22,0.04,1190.833,0.57
SRS5,2013-10-28,10:30,6.4,47.444,0.58,-9999.000,1.51,1.60,0.18,0.09,1185.833,1.42
SRS5,2013-11-12,10:30,12.7,42.350,0.41,-9999.000,1.17,1.43,0.27,0.13,968.333,1.17
SRS5,2013-12-03,10:50,11.2,39.468,0.37,-9999.000,1.31,0.85,0.11,0.08,1011.667,0.74
SRS5,2014-01-22,11:30,11.0,39.106,0.32,-9999.000,1.62,1.22,0.14,0.10,1273.333,1.07
SRS5,2014-02-11,11:20,9.8,45.967,0.39,-9999.000,1.50,2.81,0.27,0.02,1033.333,2.54
SRS5,2014-03-19,10:50,18.7,30.181,0.63,-9999.000,2.07,1.36,0.17,-9999.00,41.667,1.18
SRS5,2014-04-09,11:40,27.1,17.067,0.78,-9999.000,1.36,2.98,0.37,0.17,798.667,2.60
SRS5,2014-05-01,11:00,28.7,26.919,0.75,-9999.000,1.78,1.12,0.21,0.02,832.667,0.91
SRS5,2014-06-04,11:00,21.6,37.177,0.84,-9999.000,2.49,2.66,0.40,0.04,1109.167,2.26
SRS5,2014-07-10,10:55,7.5,38.920,0.61,-9999.000,2.88,2.67,0.33,0.16,1243.333,2.34
SRS5,2014-08-13,11:00,15.6,34.776,0.61,-9999.000,0.92,1.92,0.22,0.15,935.833,1.70
SRS5,2014-09-09,10:50,6.4,37.331,0.81,-9999.000,1.89,2.32,0.24,0.08,1020.833,2.08
SRS5,2014-10-07,10:50,4.9,42.161,0.31,-9999.000,1.90,1.04,0.18,0.10,1016.667,0.86
SRS5,2014-11-04,10:45,5.1,43.894,0.36,-9999.000,1.24,0.70,0.08,0.00,1237.917,0.62
SRS5,2014-12-02,10:30,18.3,42.598,0.32,-9999.000,1.01,1.59,0.14,0.20,965.000,1.46
SRS5,2015-01-08,10:40,5.1,45.087,0.45,-9999.000,1.43,1.44,0.22,0.01,1470.000,1.22
SRS5,2015-02-09,11:40,17.7,41.190,0.50,-9999.000,1.81,1.84,0.06,0.03,1153.333,1.78
SRS5,2015-03-16,10:40,20.2,40.508,0.62,-9999.000,2.47,3.14,0.29,0.12,1087.083,2.85
SRS5,2015-04-06,10:35,27.0,33.438,0.72,-9999.000,3.54,1.72,0.21,0.07,619.750,1.51
SRS5,2015-05-04,10:34,16.8,36.284,0.48,-9999.000,1.88,1.64,0.34,0.10,1296.667,1.30
SRS5,2015-06-02,10:50,24.3,24.738,0.77,-9999.000,1.14,2.53,0.43,0.05,1069.167,2.10
SRS5,2015-07-01,10:30,14.7,32.698,0.59,-9999.000,3.30,2.68,0.33,0.10,1280.833,2.35
SRS5,2015-08-12,11:15,24.0,24.256,0.61,-9999.000,1.39,2.41,0.42,0.10,1071.667,1.99
SRS5,2015-09-15,10:10,6.6,44.006,0.59,-9999.000,2.19,1.75,0.22,0.30,1192.500,1.53
SRS5,2015-10-01,11:15,27.5,27.247,0.57,-9999.000,1.17,0.95,0.34,0.46,579.833,0.62
SRS5,2015-11-10,10:25,15.4,51.400,0.63,-9999.000,4.85,4.47,0.85,1.96,1229.167,3.63
SRS5,2015-12-01,10:35,22.0,37.358,0.58,-9999.000,2.51,2.46,0.49,0.81,1012.500,1.96
SRS5,2016-01-05,10:30,2.9,57.171,0.47,-9999.000,2.57,1.76,0.14,0.05,1336.667,1.62
SRS5,2016-02-11,11:10,2.0,41.915,0.35,-9999.000,1.14,0.72,0.10,0.03,1005.000,0.62
SRS5,2016-03-08,11:05,2.5,49.156,0.53,-9999.000,1.35,0.58,0.10,0.17,840.000,0.48
SRS5,2016-04-12,10:20,10.3,48.911,0.57,-9999.000,3.15,1.25,0.37,0.69,1295.833,0.88
SRS5,2016-05-09,10:30,21.8,42.444,0.59,-9999.000,2.98,1.23,0.60,1.54,1088.333,0.63
SRS5,2016-06-08,10:00,23.0,36.030,0.84,-9999.000,2.02,2.02,0.55,0.88,900.000,1.47
SRS5,2016-07-13,10:00,11.2,42.576,0.51,-9999.000,3.61,1.50,0.48,0.67,1140.833,1.02
SRS5,2016-08-02,10:30,5.0,47.956,0.39,-9999.000,1.40,1.28,0.24,0.26,1407.500,1.05
SRS5,2016-09-01,10:15,14.6,37.415,0.40,-9999.000,4.10,1.35,0.51,0.98,1036.667,0.84
SRS5,2016-10-13,10:20,4.4,42.334,0.36,-9999.000,1.25,1.53,0.22,0.26,1027.500,1.31
SRS5,2016-11-09,10:20,14.5,40.924,0.55,-9999.000,3.71,3.61,0.58,0.97,860.000,3.02
SRS5,2016-12-05,10:00,8.9,42.569,0.41,-9999.000,1.73,1.19,0.31,0.50,1165.833,0.89
SRS6,2001-05-23,13:00,33.9,17.995,0.61,664.250,1.76,0.84,0.23,0.04,610.750,0.61
SRS6,2001-06-26,11:30,31.2,39.817,0.47,1412.500,1.96,0.93,0.18,0.06,1339.167,0.75
SRS6,2001-07-25,13:00,20.6,43.978,0.65,1076.667,1.91,2.97,0.54,0.03,1074.167,2.43
SRS6,2001-09-10,13:00,17.2,44.376,0.60,933.333,3.28,4.23,0.36,-9999.00,937.500,3.87
SRS6,2001-10-06,13:00,8.5,32.680,0.35,882.500,0.80,1.30,0.18,0.17,866.667,1.12
SRS6,2001-10-31,13:00,13.2,44.156,0.78,867.500,9.81,3.67,0.20,0.01,862.500,3.47
SRS6,2001-11-28,13:00,13.2,38.894,0.35,839.167,3.70,2.65,0.32,0.04,852.500,2.34
SRS6,2001-12-17,12:30,4.9,46.370,0.43,1181.667,0.87,1.59,0.17,0.00,1137.500,1.43
SRS6,2002-01-24,14:00,14.8,39.719,-9999.00,851.667,2.39,2.06,0.26,-9999.00,842.500,1.80
SRS6,2002-02-26,15:00,24.9,17.563,0.80,665.000,0.61,0.91,0.22,-9999.00,657.500,0.69
SRS6,2002-04-02,11:00,29.3,15.422,-9999.00,675.333,-9999.00,1.25,0.08,-9999.00,684.000,1.17
SRS6,2002-05-13,12:00,33.3,47.452,0.80,641.750,0.65,1.02,0.21,-9999.00,590.083,0.82
SRS6,2002-06-27,11:30,7.6,61.280,0.33,1100.833,2.55,2.50,0.20,0.04,1125.000,2.30
SRS6,2002-07-25,13:00,12.1,56.693,0.43,945.000,2.21,2.48,0.25,0.02,938.333,2.22
SRS6,2002-08-19,12:00,18.0,33.284,0.43,1409.167,1.68,2.01,0.25,-9999.00,849.167,1.76
SRS6,2002-09-26,12:00,18.7,34.863,-9999.00,760.167,0.73,1.54,0.19,-9999.00,765.917,1.35
SRS6,2002-10-21,12:00,17.2,30.005,-9999.00,989.167,1.18,1.63,0.19,-9999.00,851.667,1.44
SRS6,2002-11-21,11:30,11.0,39.178,0.26,1015.000,0.76,0.90,0.24,0.10,1034.167,0.66
SRS6,2002-12-17,11:40,12.7,38.738,-9999.00,1623.333,1.18,1.84,0.28,-9999.00,917.500,1.56
SRS6,2003-01-23,14:00,20.1,19.289,0.31,866.542,0.47,0.92,0.08,-9999.00,755.167,0.84
SRS6,2003-02-18,11:30,25.9,22.525,0.42,1184.167,2.29,4.12,0.18,-9999.00,938.333,3.94
SRS6,2003-03-27,11:30,28.4,26.776,0.49,763.667,3.78,3.79,0.43,0.19,658.583,3.36
SRS6,2003-04-22,11:15,29.1,23.865,0.45,639.417,1.65,2.99,0.47,0.09,661.667,2.52
SRS6,2003-05-15,12:00,27.6,26.406,0.13,595.750,2.39,2.41,0.40,-9999.00,578.250,2.01
SRS6,2003-06-19,12:00,18.4,34.989,0.56,796.750,2.08,3.29,0.47,0.08,770.333,2.81
SRS6,2003-07-30,12:00,20.4,30.019,0.53,-9999.000,5.26,-9999.00,-9999.00,-9999.00,865.833,-9999.00
SRS6,2003-08-11,13:15,23.6,37.580,0.52,-9999.000,1.63,1.63,0.41,-9999.00,748.333,1.22
SRS6,2003-09-11,10:50,13.2,22.908,0.37,808.333,2.15,2.23,0.52,-9999.00,818.250,1.71
SRS6,2003-10-07,11:20,10.6,31.960,0.35,748.083,3.18,2.98,0.45,0.06,821.083,2.53
SRS6,2003-11-06,11:00,16.8,20.643,0.30,705.333,5.83,3.27,0.38,-9999.00,902.500,2.89
SRS6,2003-12-04,10:20,13.9,25.197,0.35,831.000,4.54,1.29,0.24,0.09,934.167,1.05
SRS6,2004-01-12,12:00,18.0,22.405,0.32,800.583,2.47,1.93,0.18,0.04,931.667,1.75
SRS6,2004-02-09,12:40,8.6,33.076,0.19,1205.000,2.55,4.97,0.41,0.05,1200.833,4.55
SRS6,2004-03-16,14:30,26.1,29.963,-9999.00,646.833,2.52,2.53,0.19,-9999.00,716.917,2.35
SRS6,2004-04-06,13:00,30.4,20.151,0.30,-9999.000,0.76,1.23,0.12,0.03,-9999.000,1.12
SRS6,2004-05-03,12:30,31.0,28.261,0.49,-9999.000,0.68,1.52,0.30,0.03,-9999.000,1.22
SRS6,2004-06-02,11:10,34.2,31.071,0.35,504.583,0.84,0.53,0.27,0.08,578.083,0.26
SRS6,2004-07-20,12:30,8.4,26.600,-9999.00,698.167,2.09,1.13,0.23,-9999.00,804.250,0.90
SRS6,2004-08-16,11:50,16.1,59.642,0.46,935.000,3.32,5.10,0.53,0.17,976.667,4.56
SRS6,2004-09-01,11:10,15.8,42.275,0.43,-9999.000,4.45,2.82,0.40,0.09,-9999.000,2.43
SRS6,2004-10-13,11:30,12.6,22.381,-9999.00,670.583,1.30,3.47,0.23,-9999.00,766.917,3.25
SRS6,2004-11-16,13:00,12.5,24.695,0.33,898.333,1.74,2.23,0.58,0.05,976.667,1.65
SRS6,2004-12-02,11:30,12.3,29.783,0.35,958.333,3.30,6.18,1.18,0.08,1061.667,4.99
SRS6,2005-01-06,12:40,26.1,17.601,0.45,653.750,2.73,4.96,0.45,-9999.00,756.792,4.51
SRS6,2005-02-21,11:45,25.2,27.756,0.43,901.667,1.64,2.49,0.95,0.09,1030.000,1.53
SRS6,2005-03-09,11:30,30.1,23.945,0.51,2000.833,3.86,6.55,0.19,-9999.00,883.333,6.36
SRS6,2005-04-19,11:30,29.4,22.653,0.76,736.333,1.00,2.10,0.41,-9999.00,765.667,1.69
SRS6,2005-05-18,10:45,30.8,29.184,0.65,587.500,1.72,0.53,0.11,0.09,623.500,0.43
SRS6,2005-06-29,11:10,15.7,32.302,0.48,792.000,2.01,4.74,0.53,-9999.00,878.333,4.21
SRS6,2005-07-21,11:45,23.8,24.103,0.61,717.583,1.46,2.00,0.26,0.10,815.083,1.74
SRS6,2005-09-13,12:30,16.6,21.280,0.84,-9999.000,2.04,1.70,0.10,0.09,682.500,1.60
SRS6,2005-10-11,10:50,8.6,26.160,0.56,-9999.000,4.43,2.37,0.35,0.12,917.500,2.01
SRS6,2005-11-15,13:00,14.0,21.218,1.70,-9999.000,2.76,1.13,0.23,0.06,975.000,0.90
SRS6,2005-12-08,12:15,13.7,23.312,0.91,-9999.000,6.55,1.68,0.23,0.07,1160.833,1.44
SRS6,2006-01-03,11:25,20.4,21.729,0.78,-9999.000,4.16,2.32,0.14,0.13,985.833,2.18
SRS6,2006-02-02,12:00,24.4,21.235,0.72,-9999.000,1.46,2.99,0.19,0.12,879.167,2.80
SRS6,2006-03-09,10:45,19.8,21.348,0.75,-9999.000,2.40,2.30,0.34,0.03,905.833,1.97
SRS6,2006-04-11,11:00,25.9,19.120,0.92,-9999.000,15.80,-9999.00,-9999.00,0.17,875.833,-9999.00
SRS6,2006-05-04,11:30,32.4,16.970,1.51,-9999.000,1.72,2.23,0.29,0.31,627.917,1.94
SRS6,2006-06-06,12:10,30.0,15.120,0.86,-9999.000,0.18,0.74,0.32,0.12,1060.833,0.42
SRS6,2006-07-26,,6.8,29.331,0.59,-9999.000,4.83,3.21,0.34,0.13,1114.167,2.87
SRS6,2006-08-21,12:45,21.4,25.941,1.10,-9999.000,2.07,4.90,0.44,0.32,743.333,4.46
SRS6,2006-09-14,13:05,14.3,38.357,1.13,-9999.000,1.56,1.38,0.26,0.10,890.833,1.12
SRS6,2006-10-16,12:00,18.8,26.064,0.86,-9999.000,5.23,2.97,0.52,0.31,830.333,2.45
SRS6,2006-11-20,13:05,19.9,26.269,1.00,-9999.000,2.32,5.16,0.45,0.18,812.833,4.71
SRS6,2006-12-11,11:35,19.1,27.306,0.75,-9999.000,2.70,3.22,0.34,0.17,892.500,2.88
SRS6,2007-01-17,14:45,26.7,22.476,0.67,-9999.000,2.87,2.23,0.21,0.14,712.917,2.03
SRS6,2007-02-07,11:31,19.3,24.804,0.51,-9999.000,4.57,2.09,0.20,0.04,903.333,1.89
SRS6,2007-03-27,11:10,27.5,26.444,0.88,-9999.000,2.35,1.41,0.25,0.04,696.750,1.16
SRS6,2007-04-26,11:20,25.9,14.615,0.99,-9999.000,2.03,3.11,0.45,-9999.00,747.500,2.66
SRS6,2007-05-22,11:35,29.1,27.455,0.74,-9999.000,1.08,0.99,0.18,0.02,851.833,0.81
SRS6,2007-06-18,10:45,23.8,33.019,0.84,-9999.000,2.54,4.12,0.62,0.12,933.000,3.49
SRS6,2007-07-10,12:15,23.7,32.589,0.89,-9999.000,1.63,4.15,0.51,0.07,971.167,3.64
SRS6,2007-08-07,12:30,26.7,43.148,0.87,-9999.000,1.67,2.30,0.33,0.16,651.917,1.97
SRS6,2007-09-10,12:15,24.1,34.183,0.81,-9999.000,2.33,2.58,0.32,0.12,750.500,2.26
SRS6,2007-10-03,11:50,26.1,30.442,1.24,-9999.000,2.51,1.93,0.29,0.11,377.250,1.64
SRS6,2007-11-07,10:37,25.3,31.728,0.94,-9999.000,1.30,0.21,0.05,0.02,641.000,0.16
SRS6,2007-12-03,11:10,22.4,32.234,0.40,-9999.000,2.36,2.90,0.39,0.28,780.750,2.50
SRS6,2008-01-22,11:00,23.3,44.721,0.62,-9999.000,2.34,2.25,0.19,0.22,867.500,2.06
SRS6,2008-02-18,10:55,30.4,40.666,0.94,-9999.000,1.55,1.90,0.35,0.27,651.667,1.55
SRS6,2008-03-18,11:55,31.2,19.654,0.50,-9999.000,1.24,0.94,0.25,0.21,688.917,0.70
SRS6,2008-04-17,12:10,27.8,32.821,0.83,-9999.000,1.71,2.59,0.35,0.27,680.750,2.24
SRS6,2008-05-27,11:10,35.8,24.195,0.84,-9999.000,2.80,2.26,0.51,0.45,705.917,1.76
SRS6,2008-06-12,11:15,34.8,23.320,0.80,-9999.000,1.61,1.43,0.33,0.28,615.833,1.09
SRS6,2008-07-02,10:50,27.2,31.491,0.72,-9999.000,1.49,1.86,0.29,0.24,720.583,1.57
SRS6,2008-08-04,10:25,27.0,17.298,0.75,-9999.000,2.74,1.50,0.22,0.11,778.500,1.28
SRS6,2008-09-25,11:45,20.3,27.462,1.00,-9999.000,3.39,4.06,0.48,0.19,726.000,3.59
SRS6,2008-10-21,11:40,14.9,16.247,0.37,-9999.000,2.22,1.28,0.28,0.04,850.833,1.01
SRS6,2008-11-17,10:40,13.7,20.903,0.29,-9999.000,2.33,1.21,0.27,0.10,852.500,0.94
SRS6,2008-12-03,10:45,10.5,24.396,0.23,-9999.000,4.27,1.00,0.20,0.07,992.500,0.80
SRS6,2009-01-07,10:20,20.4,23.654,0.63,-9999.000,1.87,2.26,0.28,0.14,821.083,1.97
SRS6,2009-02-04,11:20,25.8,54.243,0.52,-9999.000,1.85,0.84,0.13,0.13,705.583,0.71
SRS6,2009-03-04,11:30,30.0,34.035,0.80,-9999.000,2.14,0.68,0.16,0.17,632.250,0.53
SRS6,2009-04-06,10:45,34.4,44.774,0.86,-9999.000,1.79,1.33,0.33,0.20,597.167,1.00
SRS6,2009-05-06,10:45,36.6,109.709,0.71,-9999.000,0.18,0.05,0.04,0.02,577.500,0.01
SRS6,2009-06-03,09:50,31.0,29.811,0.32,-9999.000,0.44,0.14,0.07,0.03,785.417,0.07
SRS6,2009-07-02,11:15,20.9,44.730,0.77,-9999.000,2.77,5.72,0.76,0.18,889.167,4.96
SRS6,2009-08-12,11:40,22.1,24.030,0.99,-9999.000,1.70,2.83,0.36,0.11,764.667,2.46
SRS6,2009-09-02,12:00,20.8,30.682,0.58,-9999.000,2.54,3.71,0.54,0.13,850.000,3.17
SRS6,2009-10-12,12:00,17.1,10.057,0.59,-9999.000,2.51,3.51,0.36,0.31,904.167,3.15
SRS6,2009-11-02,12:30,21.1,47.966,0.84,-9999.000,2.79,3.16,0.39,0.06,762.333,2.77
SRS6,2009-12-09,11:30,19.9,77.510,0.54,-9999.000,3.15,4.35,0.40,0.17,899.167,3.95
SRS6,2010-01-11,12:45,14.6,118.319,0.35,-9999.000,6.19,2.02,0.14,0.12,1030.000,1.89
SRS6,2010-02-03,11:40,25.4,38.225,1.46,-9999.000,1.43,1.50,0.13,0.11,717.417,1.37
SRS6,2010-03-03,10:30,27.2,51.838,0.44,-9999.000,1.84,0.95,0.10,0.12,615.917,0.86
SRS6,2010-04-21,11:40,28.5,48.024,0.88,-9999.000,1.29,2.77,0.41,0.20,566.417,2.37
SRS6,2010-05-24,15:10,33.0,42.499,0.86,-9999.000,0.60,1.86,0.29,0.08,536.250,1.57
SRS6,2010-06-14,14:00,30.3,39.576,0.72,-9999.000,0.71,1.86,0.43,0.16,681.750,1.43
SRS6,2010-07-19,12:30,24.1,31.083,0.92,-9999.000,1.90,4.92,0.55,0.25,876.667,4.38
SRS6,2010-08-11,12:30,22.5,40.524,0.47,-9999.000,2.09,2.81,0.42,0.17,945.000,2.39
SRS6,2010-09-09,12:30,22.6,45.747,0.38,-9999.000,1.59,3.13,0.49,0.22,817.667,2.64
SRS6,2010-10-06,11:15,12.0,61.047,0.43,-9999.000,2.34,3.52,0.77,0.10,951.667,2.75
SRS6,2010-11-22,09:55,20.2,31.358,0.38,-9999.000,1.25,2.93,0.24,0.32,790.458,2.69
SRS6,2010-12-13,11:40,27.7,29.790,0.44,-9999.000,0.93,0.90,0.06,0.16,550.000,0.84
SRS6,2011-01-11,12:35,22.4,35.096,2.05,-9999.000,1.06,1.92,0.16,0.13,608.167,1.76
SRS6,2011-02-08,09:45,24.3,40.162,0.46,-9999.000,1.99,2.86,0.39,0.15,656.667,2.47
SRS6,2011-03-07,11:20,28.0,29.893,0.42,-9999.000,0.14,0.41,0.10,0.06,534.417,0.31
SRS6,2011-04-13,10:55,33.0,67.563,0.52,-9999.000,1.49,1.95,0.36,0.10,397.750,1.59
SRS6,2011-05-04,11:20,31.9,41.186,0.53,-9999.000,2.67,5.06,0.73,0.13,594.083,4.33
SRS6,2011-06-01,11:45,32.2,54.090,0.87,-9999.000,2.98,4.57,0.64,0.15,695.250,3.93
SRS6,2011-07-06,12:10,34.0,35.335,0.57,-9999.000,2.71,5.34,0.61,0.19,694.750,4.72
SRS6,2011-08-04,12:11,31.0,40.629,0.40,-9999.000,1.08,2.40,0.47,0.28,709.833,1.93
SRS6,2011-09-01,11:30,24.2,41.361,0.73,-9999.000,1.20,3.85,0.45,0.08,967.500,3.40
SRS6,2011-10-06,12:40,18.7,52.122,0.54,-9999.000,2.88,3.85,0.34,0.39,1080.833,3.51
SRS6,2011-11-01,12:30,9.5,46.868,0.56,-9999.000,4.58,3.72,0.37,0.14,1038.333,3.36
SRS6,2011-12-01,13:10,17.1,39.436,0.43,-9999.000,1.20,2.42,0.19,0.21,872.500,2.23
SRS6,2012-01-05,11:45,16.3,49.062,0.42,-9999.000,4.51,2.39,0.19,0.19,999.167,2.20
SRS6,2012-02-15,12:40,26.0,30.530,0.48,-9999.000,1.76,2.80,0.32,0.13,688.750,2.48
SRS6,2012-03-06,10:30,21.9,51.133,0.34,-9999.000,4.99,2.46,0.34,0.06,1057.500,2.12
SRS6,2012-04-10,11:30,33.2,26.242,0.54,-9999.000,2.06,1.75,0.34,0.20,598.000,1.41
SRS6,2012-05-08,11:40,32.1,28.941,0.60,-9999.000,1.07,1.63,0.33,0.15,655.083,1.29
SRS6,2012-06-25,12:00,28.2,44.538,0.80,-9999.000,4.06,4.85,0.44,0.23,599.917,4.41
SRS6,2012-07-10,11:45,14.9,55.684,0.59,-9999.000,3.90,5.69,0.08,0.20,1110.833,5.60
SRS6,2012-08-08,11:30,17.6,42.577,0.59,-9999.000,0.87,3.93,0.36,-9999.00,743.250,3.57
SRS6,2012-09-10,11:40,22.0,33.833,0.67,-9999.000,0.31,2.03,0.32,0.02,700.583,1.71
SRS6,2012-10-17,13:00,18.0,30.856,0.69,-9999.000,1.66,1.91,0.16,0.05,675.833,1.75
SRS6,2012-11-13,11:25,16.5,31.340,0.52,-9999.000,3.48,9.50,0.28,0.80,311.767,3.46
SRS6,2012-12-18,11:35,22.6,27.468,0.65,-9999.000,4.97,6.42,0.37,0.15,760.167,6.05
SRS6,2013-01-15,11:00,24.2,24.211,1.23,-9999.000,0.93,1.27,0.17,0.05,660.583,1.10
SRS6,2013-02-05,12:15,25.0,20.132,0.47,-9999.000,0.96,0.88,0.18,0.05,704.750,0.70
SRS6,2013-03-07,11:30,27.6,24.265,0.76,-9999.000,0.61,0.52,0.11,0.02,647.917,0.40
SRS6,2013-04-02,11:00,31.0,23.694,0.53,-9999.000,1.74,0.59,0.13,0.03,612.667,0.46
SRS6,2013-05-01,10:35,31.2,19.871,0.56,-9999.000,1.09,0.91,0.18,0.12,601.167,0.74
SRS6,2013-06-04,10:16,14.2,40.383,0.67,-9999.000,2.85,1.43,0.22,0.10,981.667,1.21
SRS6,2013-07-01,11:20,26.0,29.760,3.14,-9999.000,2.50,1.84,0.27,0.22,671.292,1.57
SRS6,2013-08-14,11:40,9.5,27.212,0.64,-9999.000,1.40,1.62,0.35,0.26,713.000,1.27
SRS6,2013-09-05,11:21,12.8,35.362,0.50,-9999.000,2.08,1.64,0.33,0.07,960.000,1.31
SRS6,2013-10-28,11:00,19.0,31.795,0.69,-9999.000,2.56,4.48,0.42,0.10,789.083,4.07
SRS6,2013-11-12,11:00,22.4,30.915,0.51,-9999.000,1.38,3.33,0.39,0.20,661.750,2.94
SRS6,2013-12-03,11:30,18.8,31.707,0.49,-9999.000,0.09,1.35,0.19,0.06,774.333,1.17
SRS6,2014-01-22,12:04,23.5,26.390,0.46,-9999.000,0.35,0.55,0.06,0.01,764.250,0.49
SRS6,2014-02-11,12:00,22.6,25.085,0.61,-9999.000,1.01,3.99,0.43,0.16,596.917,3.56
SRS6,2014-03-19,11:30,26.6,25.551,0.78,-9999.000,1.33,1.75,0.28,-9999.00,718.500,1.46
SRS6,2014-04-09,12:30,32.0,13.617,0.81,-9999.000,3.78,1.30,0.28,0.14,488.625,1.03
SRS6,2014-05-01,11:35,32.7,22.657,0.53,-9999.000,2.00,1.76,0.33,0.16,572.917,1.43
SRS6,2014-06-04,11:30,29.7,30.068,1.16,-9999.000,3.03,5.45,0.66,0.29,752.625,4.79
SRS6,2014-07-10,11:30,23.0,26.973,0.73,-9999.000,1.32,4.62,0.50,0.29,765.583,4.11
SRS6,2014-08-13,12:00,22.9,35.073,0.47,-9999.000,1.79,2.18,0.33,0.04,773.917,1.86
SRS6,2014-09-09,11:45,19.1,30.465,0.64,-9999.000,2.27,3.13,0.33,0.17,799.833,2.80
SRS6,2014-10-07,10:45,22.1,32.462,0.53,-9999.000,2.09,2.75,0.34,0.14,708.583,2.41
SRS6,2014-11-04,11:35,18.6,37.704,0.40,-9999.000,3.29,1.49,0.13,0.36,889.583,1.36
SRS6,2014-12-02,10:50,26.0,30.200,0.42,-9999.000,0.67,2.47,0.21,0.11,675.750,2.26
SRS6,2015-01-08,11:40,18.9,35.213,0.44,-9999.000,1.22,2.68,0.19,0.19,1002.500,2.49
SRS6,2015-02-09,12:15,26.1,30.569,0.57,-9999.000,1.80,1.59,0.08,0.07,771.750,1.51
SRS6,2015-03-16,11:30,30.4,30.379,0.66,-9999.000,1.45,3.43,0.46,0.18,604.000,2.96
SRS6,2015-04-06,11:30,31.9,25.961,0.78,-9999.000,2.67,1.62,0.26,0.08,2076.000,1.37
SRS6,2015-05-04,12:00,24.8,28.044,0.51,-9999.000,2.82,0.71,0.19,0.19,920.833,0.53
SRS6,2015-06-02,11:30,32.6,16.958,1.31,-9999.000,0.05,1.26,0.30,0.05,653.917,0.96
SRS6,2015-07-01,11:15,29.6,19.462,0.63,-9999.000,2.56,2.00,0.38,0.08,679.000,1.62
SRS6,2015-08-12,11:45,31.9,18.118,0.67,-9999.000,1.69,3.08,0.43,0.12,622.667,2.64
SRS6,2015-09-15,10:45,22.0,35.617,0.64,-9999.000,3.14,3.29,0.92,1.08,816.167,2.37
SRS6,2015-10-01,12:15,30.8,24.835,0.57,-9999.000,1.03,1.50,0.28,0.26,475.750,1.22
SRS6,2015-11-10,11:15,26.2,37.176,0.72,-9999.000,2.27,5.65,0.63,1.00,823.250,5.03
SRS6,2015-12-01,11:00,26.4,31.575,0.55,-9999.000,2.16,2.21,0.36,0.51,828.417,1.86
SRS6,2016-01-05,11:15,18.8,43.004,0.58,-9999.000,3.33,5.11,0.73,1.09,922.500,4.38
SRS6,2016-02-11,11:40,12.3,32.914,0.54,-9999.000,2.46,0.61,0.41,0.83,862.083,0.20
SRS6,2016-03-08,11:40,17.1,32.053,0.62,-9999.000,4.52,1.21,0.68,1.33,1240.833,0.52
SRS6,2016-04-12,11:00,22.1,31.972,1.14,-9999.000,1.15,1.73,0.56,1.03,832.875,1.17
SRS6,2016-05-09,11:00,29.3,30.915,0.68,-9999.000,2.05,0.95,0.39,0.85,666.333,0.57
SRS6,2016-06-08,11:05,26.7,33.302,1.07,-9999.000,2.12,2.94,0.55,0.69,717.250,2.39
SRS6,2016-07-13,11:10,24.5,29.464,0.73,-9999.000,2.90,2.44,0.57,0.81,695.250,1.87
SRS6,2016-08-02,11:20,23.0,30.095,0.52,-9999.000,3.14,1.58,0.60,0.82,798.333,0.98
SRS6,2016-09-01,11:00,22.1,36.978,0.57,-9999.000,2.78,2.86,0.55,0.84,810.417,2.31
SRS6,2016-10-13,11:15,18.3,34.826,0.58,-9999.000,2.96,5.73,0.78,1.10,753.417,4.95
SRS6,2016-11-09,11:15,20.8,32.964,0.62,-9999.000,4.01,2.41,0.58,1.01,693.917,1.83
SRS6,2016-12-05,10:20,18.7,36.722,0.59,-9999.000,5.70,3.36,0.75,1.22,797.000,2.61
SRS1d,2017-02-01,13:30,0.0,94.711,-9999.00,-9999.000,22.43,0.51,0.19,0.03,1647.500,0.32
SRS1d,2017-01-05,13:45,0.0,77.943,0.62,-9999.000,9.06,0.22,0.21,0.24,1575.000,0.01
